scenario,seed,metric,baseline,ml,delta_pct,output_dir
heavy,256,bandwidth_jain_fairness,0.428526496112002,0.4221459386325057,-1.4889528506140792,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed256_20260508_131625
heavy,256,bandwidth_jain_fairness_min,0.3333333333333333,0.3333333333333333,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed256_20260508_131625
heavy,42,connected_clients_ratio,0.7626658507623238,0.7617618,-0.1185382512433406,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed42_20260508_025410
heavy,42,coverage_ratio,0.9991147330933012,0.9989676666666668,-0.0147196735032944,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed42_20260508_025410
heavy,42,block_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed42_20260508_025410
heavy,42,handover_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed42_20260508_025410
heavy,42,avg_slice_load_ratio,0.7218731415063672,0.7670277633626866,6.255201815944164,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed42_20260508_025410
heavy,42,total_bandwidth_usage,1819120316.596045,1932909963.6739705,6.255201815944186,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed42_20260508_025410
heavy,42,avg_latency_ms,0.758993130508858,0.7649098609486708,0.7795499329283753,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed42_20260508_025410
heavy,42,p95_latency_ms,0.4566017037841816,0.4669924263966769,2.275664441542832,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed42_20260508_025410
heavy,42,latency_violation_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed42_20260508_025410
heavy,42,avg_state_sla_violation_share,0.001,0.001,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed42_20260508_025410
heavy,42,bandwidth_jain_fairness,0.4268579965714698,0.4205301489620099,-1.4824245206333948,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed42_20260508_025410
heavy,42,bandwidth_jain_fairness_min,0.3333333333333333,0.3333333333333333,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed42_20260508_025410
heavy,7,connected_clients_ratio,0.7602466,0.7594969333333333,-0.09860835506093,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed7_20260508_015220
heavy,7,coverage_ratio,0.9995275333333334,0.9994704666666666,-0.0057093641509319,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed7_20260508_015220
heavy,7,block_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed7_20260508_015220
heavy,7,handover_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed7_20260508_015220
heavy,7,avg_slice_load_ratio,0.7231789059905444,0.7681831692886888,6.223116150837076,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed7_20260508_015220
heavy,7,total_bandwidth_usage,1822410843.096172,1935821586.6074955,6.223116150837059,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed7_20260508_015220
heavy,7,avg_latency_ms,0.7478762429664998,0.754424124137138,0.8755300401929612,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed7_20260508_015220
heavy,7,p95_latency_ms,0.4531144986766242,0.4627320828931389,2.1225505351526124,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed7_20260508_015220
heavy,7,latency_violation_ratio,0.0,5.5126791620725e-07,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed7_20260508_015220
heavy,7,avg_state_sla_violation_share,0.001,0.001,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed7_20260508_015220
heavy,7,bandwidth_jain_fairness,0.4282892044950951,0.4216816376437907,-1.542781555536522,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed7_20260508_015220
heavy,7,bandwidth_jain_fairness_min,0.3333333333333333,0.3333333333333333,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed7_20260508_015220
heavy,999,connected_clients_ratio,0.7578092,0.7572277999999999,-0.0767211588352404,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed999_20260508_211407
heavy,999,coverage_ratio,0.999438,0.9991607333333332,-0.0277422578155532,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed999_20260508_211407
heavy,999,block_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed999_20260508_211407
heavy,999,handover_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed999_20260508_211407
heavy,999,avg_slice_load_ratio,0.7244109645506419,0.7689985136699682,6.155007489013408,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed999_20260508_211407
heavy,999,total_bandwidth_usage,1825515630.667617,1937876254.44832,6.155007489013429,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed999_20260508_211407
heavy,999,avg_latency_ms,0.7386692394085768,0.7442567016092552,0.7564227535929432,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed999_20260508_211407
heavy,999,p95_latency_ms,0.4556346280743459,0.4654059937981924,2.144561699610782,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed999_20260508_211407
heavy,999,latency_violation_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed999_20260508_211407
heavy,999,avg_state_sla_violation_share,0.001,0.001,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed999_20260508_211407
heavy,999,bandwidth_jain_fairness,0.4296895461791206,0.4232643436697635,-1.4953127360186376,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed999_20260508_211407
heavy,999,bandwidth_jain_fairness_min,0.3333333333333333,0.3333333333333333,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_heavy_seed999_20260508_211407
light,11,connected_clients_ratio,0.8109279999999999,0.8096058333333332,-0.1630436569789949,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed11_20260509_135016
light,11,coverage_ratio,0.9995735,0.998853,-0.0720807424366394,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed11_20260509_135016
light,11,block_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed11_20260509_135016
light,11,handover_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed11_20260509_135016
light,11,avg_slice_load_ratio,0.7024719989802601,0.7534902453825039,7.262673313143314,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed11_20260509_135016
light,11,total_bandwidth_usage,330161839.52072227,354140415.3297769,7.262673313143332,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed11_20260509_135016
light,11,avg_latency_ms,0.7500325012332877,0.7485817715457795,-0.1934222430524934,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed11_20260509_135016
light,11,p95_latency_ms,3.314301313789592,3.9806162994860417,20.104236839425475,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed11_20260509_135016
light,11,latency_violation_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed11_20260509_135016
light,11,avg_state_sla_violation_share,0.0088333333333333,0.0066666666666666,-24.528301886792445,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed11_20260509_135016
light,11,bandwidth_jain_fairness,0.4078732934424372,0.402148051942766,-1.403681386283076,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed11_20260509_135016
light,11,bandwidth_jain_fairness_min,0.3333333333333333,0.3333333333333333,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed11_20260509_135016
light,1234,connected_clients_ratio,0.8100615,0.8093318333333334,-0.0900754654636257,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed1234_20260508_202306
light,1234,coverage_ratio,0.9991308333333334,0.999105,-0.00258558063384,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed1234_20260508_202306
light,1234,block_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed1234_20260508_202306
light,1234,handover_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed1234_20260508_202306
light,1234,avg_slice_load_ratio,0.7013756923699346,0.7511717920882099,7.099775521164033,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed1234_20260508_202306
light,1234,total_bandwidth_usage,329646575.41386926,353050742.2814587,7.099775521164029,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed1234_20260508_202306
light,1234,avg_latency_ms,0.7488632932622334,0.7499944970925824,0.1510561193914476,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed1234_20260508_202306
light,1234,p95_latency_ms,3.1719407338195835,3.7567566657016194,18.437164529799173,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed1234_20260508_202306
light,1234,latency_violation_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed1234_20260508_202306
light,1234,avg_state_sla_violation_share,0.0059999999999999,0.005,-16.666666666666654,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed1234_20260508_202306
light,1234,bandwidth_jain_fairness,0.4067418171913173,0.4014925350895668,-1.2905685818090933,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed1234_20260508_202306
light,1234,bandwidth_jain_fairness_min,0.3333333333333333,0.3333333333333333,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed1234_20260508_202306
light,123,connected_clients_ratio,0.8134565,0.8124896666666666,-0.1188549520882152,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed123_20260508_093101
light,123,coverage_ratio,0.9991858333333332,0.9993573333333332,0.0171639743357708,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed123_20260508_093101
light,123,block_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed123_20260508_093101
light,123,handover_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed123_20260508_093101
light,123,avg_slice_load_ratio,0.7003050550739167,0.7508208290272287,7.213395589152226,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed123_20260508_093101
light,123,total_bandwidth_usage,329143375.8847408,352885789.64279747,7.21339558915223,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed123_20260508_093101
light,123,avg_latency_ms,0.7647650863579332,0.7651046526774572,0.0444013888161605,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed123_20260508_093101
light,123,p95_latency_ms,3.5295062407624,4.110347876260179,16.456739154888506,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed123_20260508_093101
